cap-shape;cap-surface;cap-color;bruises ;odor;gill-attachment;gill-spacing;gill-size;gill-color;stalk-shape;stalk-root;stalk-surface-above-ring;stalk-surface-below-ring;stalk-color-above-ring;stalk-color-below-ring;veil-type;veil-color;ring-number;ring-type;spore-print-color;population;habitat;edible
;y;;;;;;;;;b;;;;;;;o;p;;v;;e
;y;;;;;;;w;;b;;;;;;;o;;;v;;e
x;;;;;;;b;w;e;;;;;;;;;;;;g;e
x;y;;;;;;b;w;;;;;;;;;;;;v;;e
;y;;t;;;;;;;b;;;;;;;o;;;v;;e
;;;;a;;;;;;;;;;;;;;;;;;e
;;;;;;;;;;;;;;;;;;;;n;;e
;;;;l;;;;;;;;;;;;;;;;;;e
;;;;;;;;;;;;;;;;;;;;a;;e
;;;;;;;;;;r;;;;;;;;;;;;e
;;;;;;;;;;;;;g;;;;;;;;;e
;;;;;;;;;;;;;;g;;;;;;;;e
;;;;;;;;e;;;;;;;;;;;;;;e
;;;;;;;;;;;;;e;;;;;;;;;e
;;;;;;;;;;;;;;;;;;;;;w;e
;;;;;;;;;;;;;;e;;;;;;;;e
;;;;;;;;;;;;;o;;;;;;;;;e
;;;;;;;;;;;;;;o;;;;;;;;e
;;;;;;;;;;;;;;;;n;;;;;;e
;;;;;;;;o;;;;;;;;;;;;;;e
;;;;;;;;;;;;;;;;o;;;;;;e
x;;;;;;;;;;;;;;;;;;;;;m;e
x;;;;;;;;;;;;;;;;;t;;;;;e
;s;y;;;;;;;;;;;;;;;;;;;;e
;s;;;;;;;;;c;;;;;;;;;;;;e
;s;;;;;;;;;;;;;;;;;;;c;;e
;s;;;;a;;;;;;;;;;;;;;;;;e
;s;;;;;;;y;;;;;;;;;;;;;;e
;;n;;;;w;;;;;;;;;;;;;;;;e
;;n;;;;;;;;;;f;;;;;;;;;;e
;;n;;;;;;;;;;;;;;;;;;y;;e
;;n;;;;;;;;b;;;;;;;;;;;;e
;;n;;;;;;;;;f;;;;;;;;;;;e
;;n;;;;;;h;;;;;;;;;;;;;;e
;;n;;;;;;u;;;;;;;;;;;;;;e
;;n;;;;;;;;;;;;;;;t;;;;;e
;;y;t;;;;;;;;;;;;;;;;;;;e
;;;t;;;;;;;c;;;;;;;;;;;;e
;;;t;;;;;;;;;;;;;;;e;;;;e
;f;;t;;;;;;;;;;;;;;;;;;;e
;;;t;;;;;;;;;;;;;;;;;y;;e
;;;t;;;;;;;;;;;;;;;;;;d;e
;;;t;;;;;;;;;y;;;;;;;;;;e
;;;t;;;;;;;;;;;;;;;;;;p;e
;;;t;;;;;;;;;;;p;;;;;;;;e
;;;t;;;;;;;;;;p;;;;;;;;;e
;;;t;;;;;u;;;;;;;;;;;;;;e
;;e;t;;;;;;;;;;;;;;;;;;;e
;;;;;;;n;;;;;f;;;;;;;;;;e
;;;;;;;n;;;;;;;;;;;;;y;;e
;;y;;;;;;k;;;;;;;;;;;;;;e
;;;;;;;b;k;;;;;;;;;;;;;;e
;;;;;;;;k;;c;;;;;;;;;;;;e
b;;;;;;;;k;;;;;;;;;;;;;;e
;;;;;;;;k;;;;;;;;;;;;;m;e
;;g;;;;;;k;;;;;;;;;;;;;;e
;;;f;;;;;k;;;;;;;;;;;;;;e
;;;;n;;;;k;;;;;;;;;;;;;;e
;;;;;;w;;k;;;;;;;;;;;;;;e
;;;;;;;;k;t;;;;;;;;;;;;;e
;;;;;;;;k;;;;;;;;;;e;;;;e
;f;;;;;;;k;;;;;;;;;;;;;;e
;;;;;;;;k;;;;f;;;;;;;;;;e
;;;;;;;;k;;;f;;;;;;;;;;;e
;;;;;;;;;e;;;f;;;;;;;;;;e
;;;;;;;b;;;e;;;;;;;;;;;;e
;;g;;;;;;;;e;;;;;;;;;;;;e
;;;f;;;;;;;e;;;;;;;;;;;;e
;;;;n;;;;;;e;;;;;;;;;;;;e
;;;;;;w;;;;e;;;;;;;;;;;;e
;;;;;;;;;t;e;;;;;;;;;;;;e
;;;;;;;;;;e;;;;;;;;e;;;;e
;f;;;;;;;;;e;;;;;;;;;;;;e
;;;;;;;;;;e;;f;;;;;;;;;;e
;;;;;;;;;;e;f;;;;;;;;;;;e
;;;;;;;;h;;e;;;;;;;;;;;;e
;;y;;;;;;;;;s;;;;;;;;;;;e
;;;;;;;;;;c;s;;;;;;;;;;;e
;;;;;;;;;;;s;;;;;;;;;y;;e
;;;;;;;;;;;s;y;;;;;;;;;;e
;;;;;a;;;;;;s;;;;;;;;;;;e
;;;;;;;;y;;;s;;;;;;;;;;;e
;;y;;;;;;;;;;s;;;;;;;;;;e
;;;;;;;;;;c;;s;;;;;;;;;;e
;;;;;;;;;;;;s;;;;;;;;y;;e
;;;;;a;;;;;;;s;;;;;;;;;;e
;;;;;;;;y;;;;s;;;;;;;;;;e
;;;;;;;;;;c;;;w;;;;;;;;;e
;;;;;;;;;;;;;w;;;;;;;y;;e
;;y;;;;;;;;;;;;w;;;;;;;;e
;;;;;;;;;;c;;;;w;;;;;;;;e
;;;;;;;;;;;;;;w;;;;;;y;;e
;;;;;;;;;;;;y;;w;;;;;;;;e
;;;;;;;;;;;;;;;;;o;;;;m;e
;;;;;a;;;;;;;;;;;;o;;;;;e
;;y;;;;;;;;;;;;;;;;p;;;;e
;;;;;;;;;;c;;;;;;;;p;;;;e
;;;;;;;;;;;;;;;;;;p;;y;;e
;;;;;;;;;;;;y;;;;;;p;;;;e
;;;;;;;;;;;;;;;;;;p;;;p;e
;;;;;;;;;;;;;;p;;;;p;;;;e
;;;;;;;;;;;;;p;;;;;p;;;;e
;;e;;;;;;;;;;;;;;;;p;;;;e
;;;;;;;;;;;k;;;;;;;p;;;;e
;;;;;;;;;;;;k;;;;;;p;;;;e
;;;;;a;;;;;;;;;;;;;p;;;;e
;;;;;;;;y;;;;;;;;;;p;;;;e
;;y;;;;;;;;;;;;;;;;;k;;;e
;;;;;;;b;;;;;;;;;;;;k;;;e
;;;;;;;;;;c;;;;;;;;;k;;;e
b;;;;;;;;;;;;;;;;;;;k;;;e
;;;;;;;;;;;;;;;;;;;k;;m;e
;;;;n;;;;;;;;;;;;;;;k;;;e
;;;;;;;;;t;;;;;;;;;;k;;;e
;;;;;;;;;;;;;;;;;;e;k;;;e
;;;;;;;;;;;;f;;;;;;;k;;;e
;;;;;;;;;;;;;;;;;;;k;y;;e
;;;;;;;;;;;;y;;;;;;;k;;;e
;;;;;;;;;;;f;;;;;;;;k;;;e
;;;;;;;;h;;;;;;;;;;;k;;;e
;;;;;;;;;;;;;;p;;;;;k;;;e
;;;;;;;;;;;;;p;;;;;;k;;;e
